"STATISTIC Label","Quarter","Age Group","ICD 10 Diagnostic Group","UNIT","VALUE"
"Deaths Registered","2010Q2","Under 1 year","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","3"
"Deaths Registered","2010Q2","Under 1 year","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2010Q2","Under 1 year","Diseases of the nervous system and the sense organs (G00-H95)","Number","4"
"Deaths Registered","2010Q2","Under 1 year","Diseases of the Circulatory System (I00-I99)","Number","2"
"Deaths Registered","2010Q2","Under 1 year","Diseases of the Respiratory system (J00-J99)","Number","1"
"Deaths Registered","2010Q2","Under 1 year","Diseases of the Digestive system (K00-K93)","Number","0"
"Deaths Registered","2010Q2","Under 1 year","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2010Q2","Under 1 year","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","0"
"Deaths Registered","2010Q2","Under 1 year","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2010Q2","Under 1 year","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2010Q2","Under 1 year","Certain conditions originating in the perinatal period (P00-P96)","Number","39"
"Deaths Registered","2010Q2","Under 1 year","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","26"
"Deaths Registered","2010Q2","Under 1 year","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","8"
"Deaths Registered","2010Q2","Under 1 year","External causes of injury and poisoning (V01-Y89)","Number","0"
"Deaths Registered","2010Q2","Under 1 year","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2010Q2","Under 1 year","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2010Q2","Under 1 year","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2010Q2","1 - 4 years","Total deaths (A00-Y89)","Number","16"
"Deaths Registered","2010Q2","1 - 4 years","Infectious and parasitic diseases (A00-B99)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Neoplasms (C00-D48)","Number","2"
"Deaths Registered","2010Q2","1 - 4 years","Malignant neoplasms (C00-C97)","Number","2"
"Deaths Registered","2010Q2","1 - 4 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","1"
"Deaths Registered","2010Q2","1 - 4 years","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","4"
"Deaths Registered","2010Q2","1 - 4 years","Diseases of the Circulatory System (I00-I99)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Diseases of the Respiratory system (J00-J99)","Number","3"
"Deaths Registered","2010Q2","1 - 4 years","Diseases of the Digestive system (K00-K93)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","4"
"Deaths Registered","2010Q2","1 - 4 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","0"
"Deaths Registered","2010Q2","1 - 4 years","External causes of injury and poisoning (V01-Y89)","Number","2"
"Deaths Registered","2010Q2","1 - 4 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2010Q2","1 - 4 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2010Q2","1 - 4 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2010Q2","5 - 14 years","Total deaths (A00-Y89)","Number","12"
"Deaths Registered","2010Q2","5 - 14 years","Infectious and parasitic diseases (A00-B99)","Number","1"
"Deaths Registered","2010Q2","5 - 14 years","Neoplasms (C00-D48)","Number","4"
"Deaths Registered","2010Q2","5 - 14 years","Malignant neoplasms (C00-C97)","Number","3"
"Deaths Registered","2010Q2","5 - 14 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","1"
"Deaths Registered","2010Q2","5 - 14 years","Diseases of the Circulatory System (I00-I99)","Number","1"
"Deaths Registered","2010Q2","5 - 14 years","Diseases of the Respiratory system (J00-J99)","Number","2"
"Deaths Registered","2010Q2","5 - 14 years","Diseases of the Digestive system (K00-K93)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","0"
"Deaths Registered","2010Q2","5 - 14 years","External causes of injury and poisoning (V01-Y89)","Number","3"
"Deaths Registered","2010Q2","5 - 14 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2010Q2","5 - 14 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2010Q2","5 - 14 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2010Q2","15 - 24 years","Total deaths (A00-Y89)","Number","75"
"Deaths Registered","2010Q2","15 - 24 years","Infectious and parasitic diseases (A00-B99)","Number","0"
"Deaths Registered","2010Q2","15 - 24 years","Neoplasms (C00-D48)","Number","6"
"Deaths Registered","2010Q2","15 - 24 years","Malignant neoplasms (C00-C97)","Number","6"
"Deaths Registered","2010Q2","15 - 24 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","0"
"Deaths Registered","2010Q2","15 - 24 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","3"
"Deaths Registered","2010Q2","15 - 24 years","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2010Q2","15 - 24 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","4"
"Deaths Registered","2010Q2","15 - 24 years","Diseases of the Circulatory System (I00-I99)","Number","3"
"Deaths Registered","2010Q2","15 - 24 years","Diseases of the Respiratory system (J00-J99)","Number","0"
"Deaths Registered","2010Q2","15 - 24 years","Diseases of the Digestive system (K00-K93)","Number","0"
"Deaths Registered","2010Q2","15 - 24 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2010Q2","15 - 24 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","1"
"Deaths Registered","2010Q2","15 - 24 years","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2010Q2","15 - 24 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2010Q2","15 - 24 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2010Q2","15 - 24 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","1"
"Deaths Registered","2010Q2","15 - 24 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","3"
"Deaths Registered","2010Q2","15 - 24 years","External causes of injury and poisoning (V01-Y89)","Number","54"
"Deaths Registered","2010Q2","15 - 24 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2010Q2","15 - 24 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2010Q2","15 - 24 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2010Q2","25 - 34 years","Total deaths (A00-Y89)","Number","108"
"Deaths Registered","2010Q2","25 - 34 years","Infectious and parasitic diseases (A00-B99)","Number","2"
"Deaths Registered","2010Q2","25 - 34 years","Neoplasms (C00-D48)","Number","19"
"Deaths Registered","2010Q2","25 - 34 years","Malignant neoplasms (C00-C97)","Number","18"
"Deaths Registered","2010Q2","25 - 34 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","2"
"Deaths Registered","2010Q2","25 - 34 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","1"
"Deaths Registered","2010Q2","25 - 34 years","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2010Q2","25 - 34 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","3"
"Deaths Registered","2010Q2","25 - 34 years","Diseases of the Circulatory System (I00-I99)","Number","13"
"Deaths Registered","2010Q2","25 - 34 years","Diseases of the Respiratory system (J00-J99)","Number","4"
"Deaths Registered","2010Q2","25 - 34 years","Diseases of the Digestive system (K00-K93)","Number","2"
"Deaths Registered","2010Q2","25 - 34 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","2"
"Deaths Registered","2010Q2","25 - 34 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","1"
"Deaths Registered","2010Q2","25 - 34 years","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2010Q2","25 - 34 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","1"
"Deaths Registered","2010Q2","25 - 34 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2010Q2","25 - 34 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","0"
"Deaths Registered","2010Q2","25 - 34 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","2"
"Deaths Registered","2010Q2","25 - 34 years","External causes of injury and poisoning (V01-Y89)","Number","56"
"Deaths Registered","2010Q2","25 - 34 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2010Q2","25 - 34 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2010Q2","25 - 34 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2010Q2","35 - 44 years","Total deaths (A00-Y89)","Number","181"
"Deaths Registered","2010Q2","35 - 44 years","Infectious and parasitic diseases (A00-B99)","Number","8"
"Deaths Registered","2010Q2","35 - 44 years","Neoplasms (C00-D48)","Number","41"
"Deaths Registered","2010Q2","35 - 44 years","Malignant neoplasms (C00-C97)","Number","41"
"Deaths Registered","2010Q2","35 - 44 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","2"
"Deaths Registered","2010Q2","35 - 44 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","2"
"Deaths Registered","2010Q2","35 - 44 years","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2010Q2","35 - 44 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","9"
"Deaths Registered","2010Q2","35 - 44 years","Diseases of the Circulatory System (I00-I99)","Number","41"
"Deaths Registered","2010Q2","35 - 44 years","Diseases of the Respiratory system (J00-J99)","Number","5"
"Deaths Registered","2010Q2","35 - 44 years","Diseases of the Digestive system (K00-K93)","Number","9"
"Deaths Registered","2010Q2","35 - 44 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2010Q2","35 - 44 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","0"
"Deaths Registered","2010Q2","35 - 44 years","Diseases of the genitourinary system (N00-N99)","Number","2"
"Deaths Registered","2010Q2","35 - 44 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2010Q2","35 - 44 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2010Q2","35 - 44 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","1"
"Deaths Registered","2010Q2","35 - 44 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","2"
"Deaths Registered","2010Q2","35 - 44 years","External causes of injury and poisoning (V01-Y89)","Number","59"
